image_id,abnormality_id,abnormality_type,x_centre,y_centre,width_scaled,height_scaled
IMG_00430,IMG_00430_annotation_000,Surface depression,0.5223,0.5994,0.142,0.0673
IMG_00431,IMG_00431_annotation_000,Surface depression,0.4985,0.6266,0.1564,0.1154
IMG_00431,IMG_00431_annotation_001,Surface depression,0.3529,0.6154,0.0988,0.0609
IMG_00432,IMG_00432_annotation_000,Surface depression,0.8816,0.754,0.173,0.1522
IMG_00433,IMG_00433_annotation_000,Surface depression,0.541,0.5329,0.217,0.0849
IMG_00434,IMG_00434_annotation_000,Surface depression,0.3359,0.6474,0.3042,0.1538
IMG_00436,IMG_00436_annotation_000,Manhole,0.474,0.5401,0.0627,0.0353
IMG_00437,IMG_00437_annotation_000,Manhole,0.5493,0.5224,0.0764,0.0513
IMG_00438,IMG_00438_annotation_000,Pothole,0.4956,0.5537,0.0757,0.0529
IMG_00438,IMG_00438_annotation_001,Manhole,0.3096,0.5337,0.0959,0.0481
IMG_00438,IMG_00438_annotation_002,Manhole,0.2199,0.6651,0.1312,0.0801
IMG_00439,IMG_00439_annotation_000,Manhole,0.4693,0.6122,0.0721,0.0385
IMG_00440,IMG_00440_annotation_000,Manhole,0.4693,0.597,0.1096,0.0753
IMG_00442,IMG_00442_annotation_000,Manhole,0.5306,0.6298,0.1326,0.0929
IMG_00442,IMG_00442_annotation_001,Surface depression,0.425,0.8141,0.2429,0.1058
IMG_00443,IMG_00443_annotation_000,Manhole,0.5807,0.5689,0.1463,0.0897
IMG_00444,IMG_00444_annotation_000,Manhole,0.4942,0.3902,0.0598,0.0369
IMG_00445,IMG_00445_annotation_000,Manhole,0.479,0.4655,0.0973,0.0657
IMG_00446,IMG_00446_annotation_000,Pothole,0.4787,0.6274,0.1096,0.0657
IMG_00447,IMG_00447_annotation_000,Manhole,0.4826,0.5136,0.0815,0.0529
IMG_00448,IMG_00448_annotation_000,Manhole,0.5338,0.629,0.1204,0.0721
IMG_00449,IMG_00449_annotation_000,Surface depression,0.5403,0.5649,0.1305,0.1458
IMG_00450,IMG_00450_annotation_000,Surface depression,0.4833,0.6002,0.23,0.3125
IMG_00452,IMG_00452_annotation_000,Surface depression,0.492,0.6579,0.5284,0.242
IMG_00453,IMG_00453_annotation_000,Surface depression,0.5821,0.5401,0.6163,0.1731
IMG_00454,IMG_00454_annotation_000,Surface depression,0.448,0.5817,0.1881,0.141
IMG_00454,IMG_00454_annotation_001,Surface depression,0.3248,0.73,0.2718,0.1843
IMG_00455,IMG_00455_annotation_000,Surface depression,0.3381,0.5681,0.3215,0.1426
IMG_00456,IMG_00456_annotation_000,Crack,0.4653,0.6803,0.1103,0.0753
IMG_00456,IMG_00456_annotation_001,Crack,0.6733,0.7139,0.062,0.0817
IMG_00457,IMG_00457_annotation_000,Manhole,0.5648,0.6683,0.1103,0.0481
IMG_00458,IMG_00458_annotation_000,Surface depression,0.346,0.5889,0.2696,0.149
IMG_00458,IMG_00458_annotation_001,Pothole,0.5508,0.5841,0.1182,0.117
IMG_00459,IMG_00459_annotation_000,Surface depression,0.2599,0.524,0.2948,0.1058
IMG_00459,IMG_00459_annotation_001,Surface depression,0.4769,0.5393,0.1002,0.1138
IMG_00460,IMG_00460_annotation_000,Crack,0.4235,0.5425,0.2574,0.117
IMG_00460,IMG_00460_annotation_001,Surface depression,0.1705,0.5168,0.2372,0.1106
IMG_00461,IMG_00461_annotation_000,Surface depression,0.4698,0.5096,0.4801,0.113
IMG_00461,IMG_00461_annotation_001,Surface depression,0.8083,0.4549,0.1687,0.0757
IMG_00461,IMG_00461_annotation_002,Surface depression,0.2149,0.2957,0.1281,0.0385
IMG_00461,IMG_00461_annotation_003,Surface depression,0.396,0.2993,0.1454,0.0577
IMG_00462,IMG_00462_annotation_000,Pothole,0.5079,0.5321,0.1406,0.0769
IMG_00462,IMG_00462_annotation_001,Surface depression,0.2184,0.6066,0.4181,0.1715
IMG_00463,IMG_00463_annotation_000,Pothole,0.5468,0.5745,0.0786,0.0625
IMG_00463,IMG_00463_annotation_001,Surface depression,0.4415,0.5457,0.1377,0.1042
IMG_00463,IMG_00463_annotation_002,Surface depression,0.7295,0.6979,0.2307,0.1971
IMG_00464,IMG_00464_annotation_000,Surface depression,0.4462,0.5321,0.0908,0.0801
IMG_00464,IMG_00464_annotation_001,Surface depression,0.532,0.5361,0.0447,0.0401
IMG_00464,IMG_00464_annotation_002,Surface depression,0.5569,0.4824,0.0483,0.0609
IMG_00465,IMG_00465_annotation_000,Surface depression,0.5057,0.4519,0.0425,0.0673
IMG_00465,IMG_00465_annotation_001,Road patch failure,0.293,0.7196,0.1132,0.141
IMG_00466,IMG_00466_annotation_000,Road patch failure,0.4978,0.508,0.0296,0.0417
IMG_00467,IMG_00467_annotation_000,Surface depression,0.4412,0.5168,0.0908,0.1202
IMG_00468,IMG_00468_annotation_000,Surface depression,0.4877,0.4776,0.1881,0.2212
IMG_00469,IMG_00469_annotation_000,Surface depression,0.7331,0.7107,0.2509,0.399
IMG_00469,IMG_00469_annotation_001,Pothole,0.4545,0.5224,0.0642,0.0609
IMG_00469,IMG_00469_annotation_002,Surface depression,0.532,0.5,0.1052,0.109
IMG_00470,IMG_00470_annotation_000,Surface depression,0.475,0.4603,0.0535,0.0649
IMG_00471,IMG_00471_annotation_000,Surface depression,0.559,0.4383,0.0685,0.0657
IMG_00471,IMG_00471_annotation_001,Manhole,0.6365,0.476,0.0793,0.0513
IMG_00472,IMG_00472_annotation_000,Manhole,0.6571,0.5825,0.0858,0.0625
IMG_00472,IMG_00472_annotation_001,Surface depression,0.4232,0.4335,0.1197,0.1042
IMG_00472,IMG_00472_annotation_002,Surface depression,0.5489,0.5385,0.1348,0.1346
IMG_00473,IMG_00473_annotation_000,Surface depression,0.656,0.7404,0.2783,0.2788
IMG_00473,IMG_00473_annotation_001,Surface depression,0.4397,0.4744,0.111,0.1186
IMG_00474,IMG_00474_annotation_000,Surface depression,0.6668,0.5537,0.173,0.1458
IMG_00475,IMG_00475_annotation_000,Surface depression,0.6145,0.5841,0.2026,0.0946
IMG_00475,IMG_00475_annotation_001,Surface depression,0.5309,0.4343,0.1276,0.0417
IMG_00476,IMG_00476_annotation_000,Manhole,0.4682,0.5088,0.1031,0.0497
IMG_00477,IMG_00477_annotation_000,Surface depression,0.5468,0.6939,0.1406,0.4872
IMG_00478,IMG_00478_annotation_000,Surface depression,0.4971,0.5607,0.1173,0.1406
IMG_00480,IMG_00480_annotation_000,Surface depression,0.4961,0.6364,0.0568,0.0517
IMG_00481,IMG_00481_annotation_000,Surface depression,0.4279,0.509,0.1725,0.0733
IMG_00481,IMG_00481_annotation_001,Surface depression,0.5474,0.5571,0.1076,0.0661
IMG_00482,IMG_00482_annotation_000,Surface depression,0.5147,0.5361,0.0952,0.0577
IMG_00482,IMG_00482_annotation_001,Road patch failure,0.7393,0.652,0.0514,0.0469
IMG_00482,IMG_00482_annotation_002,Road patch failure,0.6658,0.7121,0.0557,0.0421
IMG_00483,IMG_00483_annotation_000,Road patch failure,0.4466,0.4984,0.0642,0.0609
IMG_00484,IMG_00484_annotation_000,Surface depression,0.4214,0.8333,0.2357,0.1603
IMG_00484,IMG_00484_annotation_001,Road patch failure,0.4459,0.5865,0.1161,0.1538
IMG_00485,IMG_00485_annotation_000,Surface depression,0.6066,0.605,0.3035,0.1939
IMG_00486,IMG_00486_annotation_000,Surface depression,0.4833,0.6082,0.0685,0.1202
IMG_00487,IMG_00487_annotation_000,Road patch failure,0.4387,0.6292,0.0492,0.0469
IMG_00488,IMG_00488_annotation_000,Pothole,0.4758,0.5397,0.1016,0.0553
IMG_00488,IMG_00488_annotation_001,Surface depression,0.6439,0.5397,0.1049,0.0505
IMG_00488,IMG_00488_annotation_002,Surface depression,0.3379,0.5577,0.0789,0.0601
IMG_00489,IMG_00489_annotation_000,Pothole,0.4264,0.6987,0.1982,0.1506
IMG_00489,IMG_00489_annotation_001,Pothole,0.7901,0.7396,0.1672,0.101
IMG_00489,IMG_00489_annotation_002,Surface depression,0.6156,0.7332,0.1658,0.1266
IMG_00490,IMG_00490_annotation_000,Road patch failure,0.5188,0.4411,0.0405,0.0361
IMG_00491,IMG_00491_annotation_000,Pothole,0.5039,0.5216,0.1355,0.0978
IMG_00491,IMG_00491_annotation_001,Road patch failure,0.5356,0.7179,0.0865,0.2532
IMG_00492,IMG_00492_annotation_000,Surface depression,0.5882,0.6689,0.1114,0.095
IMG_00493,IMG_00493_annotation_000,Surface depression,0.6542,0.7302,0.1287,0.2993
IMG_00494,IMG_00494_annotation_000,Manhole,0.5674,0.4844,0.0903,0.0553
IMG_00494,IMG_00494_annotation_001,Surface depression,0.5963,0.6304,0.2238,0.2127
IMG_00496,IMG_00496_annotation_000,Surface depression,0.5551,0.5938,0.261,0.3029
IMG_00497,IMG_00497_annotation_000,Surface depression,0.4123,0.7121,0.1195,0.2392
IMG_00498,IMG_00498_annotation_000,Surface depression,0.5166,0.3978,0.1076,0.0361
IMG_00499,IMG_00499_annotation_000,Pothole,0.4214,0.7099,0.1391,0.1218
IMG_00499,IMG_00499_annotation_001,Manhole,0.4952,0.6058,0.1038,0.0833
IMG_00500,IMG_00500_annotation_000,Surface depression,0.5136,0.4808,0.0627,0.0841
IMG_00501,IMG_00501_annotation_000,Pothole,0.3395,0.6034,0.1197,0.0689
IMG_00501,IMG_00501_annotation_001,Surface depression,0.479,0.5296,0.1334,0.1074
IMG_00501,IMG_00501_annotation_002,Surface depression,0.7522,0.5745,0.2011,0.2196
IMG_00502,IMG_00502_annotation_000,Pothole,0.539,0.7188,0.1503,0.2668
IMG_00502,IMG_00502_annotation_001,Pothole,0.4912,0.4832,0.1573,0.1202
IMG_00502,IMG_00502_annotation_002,Surface depression,0.3382,0.5252,0.1357,0.1274
IMG_00502,IMG_00502_annotation_003,Surface depression,0.1892,0.2548,0.1222,0.1082
IMG_00502,IMG_00502_annotation_004,Surface depression,0.1754,0.1556,0.1314,0.0613
IMG_00502,IMG_00502_annotation_005,Surface depression,0.8086,0.3984,0.3628,0.2656
IMG_00503,IMG_00503_annotation_000,Surface depression,0.4479,0.7097,0.206,0.482
IMG_00503,IMG_00503_annotation_001,Surface depression,0.4715,0.3684,0.1654,0.155
IMG_00503,IMG_00503_annotation_002,Surface depression,0.5626,0.3023,0.0903,0.0493
IMG_00503,IMG_00503_annotation_003,Surface depression,0.5158,0.2392,0.0746,0.0361
IMG_00504,IMG_00504_annotation_000,Surface depression,0.4513,0.5208,0.1889,0.3429
IMG_00504,IMG_00504_annotation_001,Pothole,0.6088,0.2949,0.0728,0.0833
IMG_00504,IMG_00504_annotation_002,Surface depression,0.3576,0.8462,0.2379,0.3077
IMG_00504,IMG_00504_annotation_003,Manhole,0.5079,0.3181,0.093,0.0753
IMG_00505,IMG_00505_annotation_000,Surface depression,0.4913,0.7476,0.1406,0.5048
IMG_00506,IMG_00506_annotation_000,Manhole,0.3536,0.6214,0.1265,0.0721
IMG_00506,IMG_00506_annotation_001,Surface depression,0.4258,0.512,0.0968,0.0793
IMG_00506,IMG_00506_annotation_002,Surface depression,0.6209,0.5451,0.0881,0.1334
IMG_00507,IMG_00507_annotation_000,Manhole,0.2069,0.8782,0.2797,0.2436
IMG_00507,IMG_00507_annotation_001,Surface depression,0.4271,0.609,0.4116,0.2532
IMG_00507,IMG_00507_annotation_002,Road patch failure,0.6852,0.3253,0.0728,0.3173
IMG_00508,IMG_00508_annotation_000,Pothole,0.4758,0.5463,0.2173,0.1815
IMG_00509,IMG_00509_annotation_000,Surface depression,0.3024,0.7812,0.5039,0.4375
IMG_00510,IMG_00510_annotation_000,Manhole,0.5601,0.5264,0.1312,0.1138
IMG_00510,IMG_00510_annotation_001,Surface depression,0.4513,0.8245,0.4671,0.351
IMG_00511,IMG_00511_annotation_000,Surface depression,0.7775,0.8011,0.3179,0.3978
IMG_00511,IMG_00511_annotation_001,Road patch failure,0.4555,0.6136,0.1065,0.1046
IMG_00512,IMG_00512_annotation_000,Road patch failure,0.7331,0.7404,0.053,0.0721
IMG_00513,IMG_00513_annotation_000,Surface depression,0.2624,0.8726,0.2941,0.2548
IMG_00513,IMG_00513_annotation_001,Manhole,0.2054,0.6242,0.1874,0.1362
IMG_00513,IMG_00513_annotation_002,Surface depression,0.6416,0.5345,0.124,0.133
IMG_00513,IMG_00513_annotation_003,Surface depression,0.426,0.5481,0.0764,0.0865
IMG_00513,IMG_00513_annotation_004,Road patch failure,0.4487,0.3325,0.0887,0.2388
IMG_00514,IMG_00514_annotation_000,Surface depression,0.4842,0.4303,0.1498,0.2909
IMG_00514,IMG_00514_annotation_001,Surface depression,0.3731,0.7782,0.2909,0.4435
IMG_00515,IMG_00515_annotation_000,Surface depression,0.7331,0.2843,0.2541,0.1767
IMG_00516,IMG_00516_annotation_000,Manhole,0.4566,0.5499,0.1098,0.0853
IMG_00516,IMG_00516_annotation_001,Surface depression,0.5939,0.5006,0.1368,0.22
IMG_00516,IMG_00516_annotation_002,Surface depression,0.3977,0.6593,0.3217,0.1695
IMG_00517,IMG_00517_annotation_000,Manhole,0.2166,0.653,0.1853,0.1651
IMG_00517,IMG_00517_annotation_001,Manhole,0.5154,0.363,0.0879,0.0817
IMG_00517,IMG_00517_annotation_002,Surface depression,0.496,0.7372,0.2581,0.5256
IMG_00517,IMG_00517_annotation_003,Surface depression,0.182,0.8806,0.3453,0.2388
IMG_00517,IMG_00517_annotation_004,Pothole,0.1171,0.2949,0.0699,0.0545
IMG_00518,IMG_00518_annotation_000,Manhole,0.6288,0.6112,0.1654,0.1815
IMG_00518,IMG_00518_annotation_001,Surface depression,0.9147,0.8143,0.1706,0.2488
IMG_00519,IMG_00519_annotation_000,Manhole,0.8456,0.598,0.16,0.119
IMG_00520,IMG_00520_annotation_000,Manhole,0.483,0.5168,0.1197,0.0978
IMG_00520,IMG_00520_annotation_001,Pothole,0.4999,0.6819,0.1636,0.1651
IMG_00521,IMG_00521_annotation_000,Surface depression,0.5075,0.7636,0.1067,0.1522
IMG_00521,IMG_00521_annotation_001,Surface depression,0.4271,0.4599,0.1276,0.3333
IMG_00522,IMG_00522_annotation_000,Surface depression,0.5766,0.5553,0.273,0.4639
IMG_00522,IMG_00522_annotation_001,Surface depression,0.2949,0.4219,0.1476,0.1659
IMG_00523,IMG_00523_annotation_000,Manhole,0.6482,0.8317,0.2563,0.238
IMG_00523,IMG_00523_annotation_001,Surface depression,0.4428,0.2602,0.0984,0.0541
IMG_00523,IMG_00523_annotation_002,Surface depression,0.475,0.6436,0.1184,0.1863
IMG_00524,IMG_00524_annotation_000,Surface depression,0.3401,0.2722,0.1211,0.0877
IMG_00524,IMG_00524_annotation_001,Crack,0.4866,0.4922,0.0876,0.1454
IMG_00524,IMG_00524_annotation_002,Road patch failure,0.5653,0.872,0.1303,0.1935
IMG_00525,IMG_00525_annotation_000,Pothole,0.4794,0.4952,0.1254,0.0962
IMG_00525,IMG_00525_annotation_001,Surface depression,0.2981,0.4583,0.217,0.2083
IMG_00526,IMG_00526_annotation_000,Surface depression,0.3087,0.7308,0.2109,0.2764
IMG_00526,IMG_00526_annotation_001,Surface depression,0.5088,0.4748,0.0995,0.2139
IMG_00527,IMG_00527_annotation_000,Surface depression,0.5482,0.6042,0.2011,0.1763
IMG_00527,IMG_00527_annotation_001,Surface depression,0.2058,0.7676,0.3597,0.4487
IMG_00527,IMG_00527_annotation_002,Pothole,0.4678,0.3998,0.1052,0.0689
IMG_00528,IMG_00528_annotation_000,Pothole,0.4593,0.6719,0.0968,0.1082
IMG_00528,IMG_00528_annotation_001,Pothole,0.4888,0.4688,0.0389,0.0529
IMG_00528,IMG_00528_annotation_002,Pothole,0.476,0.3462,0.0287,0.0264
IMG_00528,IMG_00528_annotation_003,Surface depression,0.4463,0.3203,0.0449,0.0325
IMG_00529,IMG_00529_annotation_000,Pothole,0.4696,0.726,0.1498,0.1779
IMG_00529,IMG_00529_annotation_001,Pothole,0.5588,0.39,0.0449,0.0661
IMG_00529,IMG_00529_annotation_002,Pothole,0.5588,0.2175,0.0341,0.0312
IMG_00530,IMG_00530_annotation_000,Surface depression,0.4426,0.6026,0.2855,0.5769
IMG_00530,IMG_00530_annotation_001,Pothole,0.4214,0.9503,0.2761,0.0994
IMG_00531,IMG_00531_annotation_000,Pothole,0.4812,0.5777,0.0815,0.0721
IMG_00531,IMG_00531_annotation_001,Road patch failure,0.4581,0.4167,0.067,0.1186
IMG_00532,IMG_00532_annotation_000,Pothole,0.4131,0.5745,0.0616,0.0889
IMG_00532,IMG_00532_annotation_001,Pothole,0.4233,0.4976,0.0433,0.0337
IMG_00532,IMG_00532_annotation_002,Pothole,0.4788,0.9579,0.1519,0.0841
IMG_00532,IMG_00532_annotation_003,Surface depression,0.4198,0.3528,0.0795,0.0901
IMG_00533,IMG_00533_annotation_000,Surface depression,0.6199,0.5306,0.2633,0.3738
IMG_00533,IMG_00533_annotation_001,Surface depression,0.196,0.2212,0.1206,0.0986
IMG_00533,IMG_00533_annotation_002,Pothole,0.5688,0.1244,0.0962,0.0661
IMG_00534,IMG_00534_annotation_000,Surface depression,0.4044,0.6763,0.2379,0.6474
IMG_00535,IMG_00535_annotation_000,Manhole,0.2995,0.485,0.1179,0.0733
IMG_00535,IMG_00535_annotation_001,Surface depression,0.5588,0.4014,0.1909,0.137
IMG_00535,IMG_00535_annotation_002,Surface depression,0.3841,0.6418,0.3249,0.1707
IMG_00535,IMG_00535_annotation_003,Surface depression,0.4004,0.3383,0.1043,0.0637
IMG_00536,IMG_00536_annotation_000,Surface depression,0.5835,0.7091,0.2372,0.5817
IMG_00536,IMG_00536_annotation_001,Miscellaneous abnormality,0.5136,0.3053,0.1521,0.1202
IMG_00537,IMG_00537_annotation_000,Surface depression,0.4769,0.6386,0.824,0.7228
IMG_00538,IMG_00538_annotation_000,Pothole,0.3615,0.4688,0.1708,0.1587
IMG_00538,IMG_00538_annotation_001,Surface depression,0.1835,0.8317,0.2905,0.3365
IMG_00538,IMG_00538_annotation_002,Pothole,0.5976,0.5521,0.16,0.1651
IMG_00538,IMG_00538_annotation_003,Surface depression,0.8907,0.8213,0.2186,0.3574
IMG_00538,IMG_00538_annotation_004,Manhole,0.7166,0.3926,0.1326,0.0737
IMG_00539,IMG_00539_annotation_000,Pothole,0.5298,0.655,0.1016,0.0769
IMG_00539,IMG_00539_annotation_001,Surface depression,0.4466,0.5427,0.1352,0.1334
IMG_00540,IMG_00540_annotation_000,Manhole,0.1103,0.6891,0.2206,0.266
IMG_00540,IMG_00540_annotation_001,Pothole,0.899,0.4511,0.202,0.2099
IMG_00540,IMG_00540_annotation_002,Surface depression,0.4322,0.7284,0.1925,0.5433
IMG_00540,IMG_00540_annotation_003,Surface depression,0.8428,0.855,0.3144,0.2901
IMG_00540,IMG_00540_annotation_004,Surface depression,0.4436,0.3341,0.1139,0.1202
IMG_00541,IMG_00541_annotation_000,Surface depression,0.2959,0.6891,0.3655,0.6218
IMG_00541,IMG_00541_annotation_001,Pothole,0.3525,0.2444,0.1024,0.0689
IMG_00542,IMG_00542_annotation_000,Surface depression,0.4174,0.5583,0.2314,0.2392
IMG_00542,IMG_00542_annotation_001,Surface depression,0.6482,0.2109,0.1849,0.1094
IMG_00543,IMG_00543_annotation_000,Manhole,0.4341,0.3486,0.1038,0.0601
IMG_00543,IMG_00543_annotation_001,Surface depression,0.5734,0.3756,0.1303,0.1671
IMG_00543,IMG_00543_annotation_002,Surface depression,0.2598,0.1514,0.1098,0.1298
IMG_00544,IMG_00544_annotation_000,Manhole,0.3684,0.5825,0.1874,0.1554
IMG_00544,IMG_00544_annotation_001,Surface depression,0.6196,0.5913,0.279,0.2692
IMG_00545,IMG_00545_annotation_000,Surface depression,0.5244,0.6667,0.1752,0.1154
IMG_00546,IMG_00546_annotation_000,Surface depression,0.3977,0.1725,0.1011,0.1334
IMG_00547,IMG_00547_annotation_000,Surface depression,0.5263,0.5078,0.2438,0.3594
IMG_00548,IMG_00548_annotation_000,Surface depression,0.6535,0.75,0.4001,0.5
IMG_00548,IMG_00548_annotation_001,Surface depression,0.434,0.4191,0.0793,0.1266
IMG_00549,IMG_00549_annotation_000,Surface depression,0.5461,0.6771,0.2429,0.6458
IMG_00549,IMG_00549_annotation_001,Surface depression,0.2011,0.7716,0.3893,0.4567
IMG_00550,IMG_00550_annotation_000,Surface depression,0.6136,0.7007,0.7137,0.5986
IMG_00550,IMG_00550_annotation_001,Surface depression,0.7969,0.2752,0.1968,0.2356
IMG_00551,IMG_00551_annotation_000,Surface depression,0.4599,0.5889,0.0663,0.0881
IMG_00552,IMG_00552_annotation_000,Surface depression,0.532,0.5713,0.2177,0.1106
IMG_00553,IMG_00553_annotation_000,Surface depression,0.63,0.5913,0.2739,0.1571
IMG_00554,IMG_00554_annotation_000,Surface depression,0.8968,0.6651,0.2063,0.1923
IMG_00554,IMG_00554_annotation_001,Surface depression,0.5475,0.5609,0.142,0.1314
IMG_00554,IMG_00554_annotation_002,Pothole,0.7277,0.6314,0.1233,0.1026
IMG_00555,IMG_00555_annotation_000,Road patch failure,0.3968,0.5353,0.1204,0.141
IMG_00556,IMG_00556_annotation_000,Road patch failure,0.1919,0.7686,0.0908,0.0829
IMG_00556,IMG_00556_annotation_001,Road patch failure,0.1208,0.8732,0.0697,0.0853
IMG_00556,IMG_00556_annotation_002,Surface depression,0.5331,0.2812,0.0443,0.0409
IMG_00556,IMG_00556_annotation_003,Surface depression,0.5974,0.262,0.0454,0.0409
IMG_00557,IMG_00557_annotation_000,Pothole,0.4496,0.6767,0.1325,0.1154
IMG_00557,IMG_00557_annotation_001,Pothole,0.5715,0.5078,0.1254,0.0877
IMG_00557,IMG_00557_annotation_002,Surface depression,0.3812,0.3738,0.1579,0.0745
IMG_00557,IMG_00557_annotation_003,Surface depression,0.6937,0.4303,0.0779,0.0577
IMG_00558,IMG_00558_annotation_000,Pothole,0.2022,0.5853,0.1071,0.0793
IMG_00558,IMG_00558_annotation_001,Pothole,0.0833,0.6556,0.1027,0.1022
IMG_00558,IMG_00558_annotation_002,Surface depression,0.6537,0.5282,0.2119,0.1767
IMG_00559,IMG_00559_annotation_000,Surface depression,0.7995,0.8622,0.3604,0.2756
IMG_00559,IMG_00559_annotation_001,Surface depression,0.4293,0.4327,0.2833,0.1603
IMG_00559,IMG_00559_annotation_002,Pothole,0.4902,0.5946,0.1903,0.0865
IMG_00560,IMG_00560_annotation_000,Surface depression,0.5396,0.6148,0.4693,0.4099
IMG_00561,IMG_00561_annotation_000,Surface depression,0.315,0.6448,0.6224,0.7103
IMG_00562,IMG_00562_annotation_000,Pothole,0.3647,0.7596,0.1141,0.0986
IMG_00562,IMG_00562_annotation_001,Surface depression,0.3117,0.9044,0.2828,0.1911
IMG_00562,IMG_00562_annotation_002,Surface depression,0.3585,0.607,0.0854,0.0721
IMG_00562,IMG_00562_annotation_003,Surface depression,0.8858,0.9519,0.2285,0.0962
IMG_00563,IMG_00563_annotation_000,Surface depression,0.4963,0.4471,0.3828,0.2244
IMG_00564,IMG_00564_annotation_000,Surface depression,0.4593,0.6124,0.3368,0.1214
IMG_00564,IMG_00564_annotation_001,Surface depression,0.7999,0.5631,0.3541,0.22
IMG_00564,IMG_00564_annotation_002,Surface depression,0.6055,0.3594,0.1427,0.1274
IMG_00564,IMG_00564_annotation_003,Surface depression,0.8221,0.3774,0.1281,0.1154
IMG_00565,IMG_00565_annotation_000,Surface depression,0.2495,0.7254,0.4925,0.4459
IMG_00565,IMG_00565_annotation_001,Surface depression,0.575,0.5871,0.1898,0.1214
IMG_00565,IMG_00565_annotation_002,Surface depression,0.2517,0.4411,0.1314,0.0938
IMG_00568,IMG_00568_annotation_000,Surface depression,0.5347,0.3786,0.1254,0.1322
IMG_00568,IMG_00568_annotation_001,Surface depression,0.1887,0.7909,0.3417,0.3918
IMG_00569,IMG_00569_annotation_000,Road patch failure,0.3249,0.4814,0.0595,0.0421
IMG_00570,IMG_00570_annotation_000,Surface depression,0.3841,0.5925,0.2676,0.1659
IMG_00570,IMG_00570_annotation_001,Surface depression,0.7645,0.271,0.0952,0.0925
IMG_00570,IMG_00570_annotation_002,Surface depression,0.9231,0.3197,0.1528,0.1226
IMG_00570,IMG_00570_annotation_003,Surface depression,0.5724,0.8936,0.2228,0.2127
IMG_00571,IMG_00571_annotation_000,Surface depression,0.5327,0.7332,0.3979,0.351
IMG_00571,IMG_00571_annotation_001,Surface depression,0.6571,0.4519,0.4895,0.2212
IMG_00572,IMG_00572_annotation_000,Surface depression,0.527,0.6114,0.2047,0.3349
IMG_00572,IMG_00572_annotation_001,Surface depression,0.4545,0.8838,0.3684,0.2324
IMG_00573,IMG_00573_annotation_000,Surface depression,0.2941,0.5355,0.2498,0.0901
IMG_00574,IMG_00574_annotation_000,Surface depression,0.3931,0.5811,0.066,0.0901
IMG_00574,IMG_00574_annotation_001,Surface depression,0.4844,0.5619,0.106,0.1911
IMG_00575,IMG_00575_annotation_000,Pothole,0.4678,0.7556,0.2537,0.1458
IMG_00575,IMG_00575_annotation_001,Pothole,0.4689,0.4832,0.0944,0.0721
IMG_00575,IMG_00575_annotation_002,Surface depression,0.4412,0.6178,0.2552,0.1619
IMG_00576,IMG_00576_annotation_000,Surface depression,0.4601,0.5126,0.1287,0.1118
IMG_00576,IMG_00576_annotation_001,Surface depression,0.4742,0.6454,0.0995,0.1298
IMG_00576,IMG_00576_annotation_002,Surface depression,0.7045,0.6064,0.3049,0.3498
IMG_00577,IMG_00577_annotation_000,Surface depression,0.4439,0.6821,0.2822,0.1719
IMG_00577,IMG_00577_annotation_001,Surface depression,0.5161,0.3486,0.0849,0.0409
IMG_00577,IMG_00577_annotation_002,Surface depression,0.675,0.3786,0.0719,0.0457
IMG_00577,IMG_00577_annotation_003,Surface depression,0.8342,0.7662,0.2011,0.1935
IMG_00578,IMG_00578_annotation_000,Pothole,0.465,0.5457,0.1125,0.0978
IMG_00579,IMG_00579_annotation_000,Surface depression,0.4113,0.8413,0.2054,0.3173
IMG_00579,IMG_00579_annotation_001,Pothole,0.3788,0.625,0.0959,0.1058
IMG_00580,IMG_00580_annotation_000,Pothole,0.4866,0.4844,0.0876,0.0865
IMG_00580,IMG_00580_annotation_001,Pothole,0.569,0.4285,0.0968,0.0517
IMG_00580,IMG_00580_annotation_002,Pothole,0.5117,0.3173,0.0492,0.0433
IMG_00581,IMG_00581_annotation_000,Pothole,0.5223,0.516,0.1103,0.0801
IMG_00581,IMG_00581_annotation_001,Pothole,0.4394,0.4471,0.0613,0.0577
IMG_00581,IMG_00581_annotation_002,Pothole,0.4077,0.6146,0.1218,0.1138
IMG_00581,IMG_00581_annotation_003,Pothole,0.5057,0.4359,0.0613,0.0513
IMG_00582,IMG_00582_annotation_000,Pothole,0.2893,0.652,0.2357,0.155
IMG_00582,IMG_00582_annotation_001,Pothole,0.169,0.878,0.1995,0.244
IMG_00582,IMG_00582_annotation_002,Pothole,0.2741,0.491,0.133,0.0517
IMG_00582,IMG_00582_annotation_003,Pothole,0.2403,0.4225,0.0503,0.0325
IMG_00582,IMG_00582_annotation_004,Pothole,0.2022,0.3672,0.0595,0.0685
IMG_00582,IMG_00582_annotation_005,Pothole,0.1454,0.5415,0.0389,0.0517
IMG_00582,IMG_00582_annotation_006,Surface depression,0.6688,0.5631,0.0984,0.0877
IMG_00583,IMG_00583_annotation_000,Pothole,0.5663,0.872,0.3152,0.1695
IMG_00583,IMG_00583_annotation_001,Pothole,0.4071,0.6839,0.0616,0.0841
IMG_00583,IMG_00583_annotation_002,Pothole,0.5298,0.628,0.1449,0.0805
IMG_00583,IMG_00583_annotation_003,Pothole,0.4996,0.5349,0.0595,0.0481
