image_id,abnormality_type,severity,road_type,weather,lighting,occlusion,shape
IMG_00445,,minor,urban,clear_dry,daylight,none,irregular
IMG_00446,,minor,urban,clear_dry,daylight,none,circular
IMG_00447,,minor,urban,clear_dry,daylight,none,irregular
IMG_00448,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00449,,moderate,urban,clear_dry,daylight,object_occluded,irregular
IMG_00450,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00451,,moderate,urban,wet_road,daylight,none,irregular
IMG_00452,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00453,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00454,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00455,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00456,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00457,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00458,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00459,,moderate,urban,clear_dry,daylight,partial,longitudinal
IMG_00460,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00461,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00462,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00463,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00464,,minor,urban,clear_dry,daylight,partial,longitudinal
IMG_00465,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00466,,minor,urban,clear_dry,daylight,none,irregular
IMG_00467,,minor,urban,cloudy,daylight,partial,irregular
IMG_00468,,moderate,urban,clear_dry,daylight,none,longitudinal
IMG_00469,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00470,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00471,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00472,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00473,,moderate,urban,clear_dry,daylight,partial,longitudinal
IMG_00474,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00475,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00476,,minor,urban,clear_dry,daylight,partial,circular
IMG_00477,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00478,,moderate,urban,clear_dry,daylight,none,circular
IMG_00479,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00480,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00481,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00482,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00483,,minor,urban,clear_dry,daylight,none,irregular
IMG_00484,,minor,urban,clear_dry,daylight,none,irregular
IMG_00485,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00486,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00487,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00488,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00489,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00490,,minor,urban,clear_dry,daylight,none,irregular
IMG_00491,,minor,urban,clear_dry,daylight,none,irregular
IMG_00492,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00493,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00494,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00495,,minor,residential,clear_dry,daylight,none,irregular
IMG_00496,,minor,urban,clear_dry,daylight,none,irregular
IMG_00497,,minor,urban,clear_dry,daylight,none,irregular
IMG_00498,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00499,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00500,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00501,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00502,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00503,,minor,urban,clear_dry,daylight,none,irregular
IMG_00504,,minor,urban,clear_dry,daylight,none,irregular
IMG_00505,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00506,,moderate,urban,wet_road,daylight,none,irregular
IMG_00507,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00508,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00509,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00510,,minor,urban,clear_dry,daylight,none,irregular
IMG_00511,,moderate,urban,wet_road,daylight,none,irregular
IMG_00512,,minor,urban,clear_dry,daylight,none,irregular
IMG_00513,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00514,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00515,,minor,urban,clear_dry,daylight,none,circular
IMG_00516,,minor,urban,clear_dry,daylight,none,irregular
IMG_00517,,severe,urban,clear_dry,daylight,none,irregular
IMG_00518,,minor,urban,clear_dry,daylight,none,irregular
IMG_00519,,minor,urban,clear_dry,daylight,none,irregular
IMG_00520,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00521,,moderate,urban,wet_road,daylight,none,irregular
IMG_00522,,severe,urban,clear_dry,daylight,none,irregular
IMG_00523,,minor,urban,clear_dry,daylight,none,irregular
IMG_00524,,minor,urban,clear_dry,daylight,none,irregular
IMG_00525,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00526,,minor,urban,clear_dry,daylight,none,irregular
IMG_00527,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00528,,moderate,urban,wet_road,daylight,none,irregular
IMG_00529,,moderate,urban,wet_road,daylight,none,circular
IMG_00530,,severe,residential,wet_road,daylight,none,irregular
IMG_00531,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00532,,moderate,urban,wet_road,daylight,none,irregular
IMG_00533,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00534,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00535,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00536,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00537,,severe,urban,clear_dry,daylight,none,irregular
IMG_00538,,severe,urban,clear_dry,daylight,none,irregular
IMG_00539,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00540,,severe,urban,clear_dry,daylight,none,irregular
IMG_00541,,minor,residential,clear_dry,daylight,none,longitudinal
IMG_00542,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00543,,minor,urban,clear_dry,daylight,none,irregular
IMG_00544,,minor,urban,clear_dry,daylight,none,irregular
IMG_00545,,minor,urban,clear_dry,daylight,none,irregular
IMG_00546,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_00547,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00548,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_00549,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00550,,severe,urban,clear_dry,daylight,none,irregular
IMG_00551,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00552,,minor,urban,clear_dry,daylight,none,irregular
IMG_00553,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00554,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00555,,minor,urban,clear_dry,daylight,none,irregular
IMG_00556,,minor,urban,clear_dry,daylight,none,irregular
IMG_00557,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00558,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00559,,severe,urban,clear_dry,daylight,none,irregular
IMG_00560,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00561,,severe,urban,clear_dry,daylight,none,irregular
IMG_00562,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00563,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00564,,severe,urban,clear_dry,daylight,none,irregular
IMG_00565,,severe,urban,clear_dry,daylight,none,irregular
IMG_00566,,minor,urban,clear_dry,daylight,none,irregular
IMG_00567,,minor,urban,clear_dry,daylight,heavy,irregular
IMG_00568,,severe,urban,clear_dry,daylight,none,irregular
IMG_00569,,minor,residential,clear_dry,daylight,none,irregular
IMG_00570,,minor,urban,clear_dry,daylight,none,irregular
IMG_00571,,minor,residential,clear_dry,daylight,none,irregular
IMG_00572,,minor,urban,clear_dry,daylight,none,irregular
IMG_00573,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00574,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_00575,,severe,urban,clear_dry,daylight,none,irregular
IMG_00576,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00577,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00578,,moderate,urban,wet_road,daylight,none,irregular
IMG_00579,,severe,urban,wet_road,daylight,partial,irregular
IMG_00580,,severe,urban,wet_road,daylight,none,irregular
IMG_00581,,severe,urban,clear_dry,daylight,none,irregular
IMG_00582,,severe,urban,wet_road,daylight,none,irregular
IMG_00583,,severe,urban,wet_road,daylight,none,irregular
IMG_00584,,severe,urban,wet_road,daylight,none,irregular
IMG_00585,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00586,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00587,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00588,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00589,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00590,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00591,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00592,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00593,,minor,urban,clear_dry,daylight,none,irregular
IMG_00594,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00595,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00596,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00597,,minor,urban,clear_dry,daylight,none,irregular
IMG_00598,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00599,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00600,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00601,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00602,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00603,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00604,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00605,,minor,urban,clear_dry,daylight,none,irregular
IMG_00606,,minor,urban,clear_dry,daylight,none,irregular
IMG_00607,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00608,,minor,urban,clear_dry,daylight,none,irregular
IMG_00609,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00610,,minor,urban,clear_dry,daylight,none,irregular
IMG_00611,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00612,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00613,,minor,urban,clear_dry,daylight,none,irregular
IMG_00614,,minor,urban,clear_dry,daylight,none,irregular
IMG_00615,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00616,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00617,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00618,,minor,urban,clear_dry,daylight,none,irregular
IMG_00619,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00620,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00621,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00622,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00623,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00624,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00625,,minor,urban,clear_dry,daylight,none,irregular
IMG_00626,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00627,,minor,urban,clear_dry,daylight,none,irregular
IMG_00628,,minor,urban,clear_dry,daylight,none,irregular
IMG_00629,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00630,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00631,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00632,,minor,urban,clear_dry,daylight,none,irregular
IMG_00633,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00634,,minor,urban,clear_dry,daylight,none,irregular
IMG_00635,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00636,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00637,,minor,urban,wet_road,daylight,partial,irregular
IMG_00638,,moderate,urban,wet_road,daylight,none,irregular
IMG_00639,,minor,urban,clear_dry,daylight,none,irregular
IMG_00640,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00641,,minor,urban,clear_dry,daylight,none,irregular
IMG_00642,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00643,,minor,urban,clear_dry,daylight,none,irregular
IMG_00644,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00645,,minor,urban,clear_dry,daylight,none,irregular
IMG_00646,,moderate,urban,clear_dry,daylight,none,longitudinal
IMG_00647,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00648,,minor,urban,clear_dry,shadow,heavy,irregular
IMG_00649,,minor,urban,clear_dry,daylight,heavy,irregular
IMG_00650,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00651,,minor,urban,clear_dry,daylight,none,irregular
IMG_00652,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00653,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00654,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00655,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00656,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00657,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00658,,minor,urban,clear_dry,daylight,none,irregular
IMG_00659,,moderate,rural,clear_dry,daylight,none,irregular
IMG_00660,,minor,rural,clear_dry,daylight,partial,irregular
IMG_00661,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00662,,minor,rural,clear_dry,daylight,partial,irregular
IMG_00663,,minor,urban,clear_dry,daylight,none,irregular
IMG_00664,,severe,urban,clear_dry,daylight,none,irregular
IMG_00665,,severe,rural,clear_dry,daylight,none,irregular
IMG_00666,,severe,rural,wet_road,daylight,none,irregular
IMG_00667,,severe,urban,wet_road,daylight,none,irregular
IMG_00668,,severe,rural,wet_road,daylight,partial,irregular
IMG_00669,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00670,,severe,rural,clear_dry,daylight,none,irregular
IMG_00671,,minor,rural,clear_dry,daylight,none,irregular
IMG_00672,,minor,urban,clear_dry,daylight,none,irregular
IMG_00673,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00674,,minor,urban,clear_dry,daylight,none,irregular
IMG_00675,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00676,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00677,,minor,urban,clear_dry,daylight,none,irregular
IMG_00678,,minor,rural,clear_dry,daylight,none,irregular
IMG_00679,,minor,urban,clear_dry,daylight,none,circular
IMG_00680,,minor,urban,clear_dry,daylight,none,irregular
IMG_00681,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00682,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00683,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00684,,moderate,residential,wet_road,daylight,none,irregular
IMG_00685,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00686,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00687,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00688,,minor,urban,clear_dry,daylight,partial,longitudinal
IMG_00689,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00690,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00691,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00692,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00693,,severe,urban,clear_dry,daylight,none,irregular
IMG_00694,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00695,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00696,,moderate,urban,clear_dry,daylight,none,longitudinal
IMG_00697,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00698,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00699,,severe,urban,clear_dry,daylight,none,irregular
IMG_00700,,severe,rural,clear_dry,daylight,none,irregular
IMG_00701,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00702,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00703,,moderate,rural,clear_dry,daylight,none,irregular
IMG_00704,,severe,urban,wet_road,daylight,none,longitudinal
IMG_00705,,severe,urban,wet_road,daylight,none,longitudinal
IMG_00706,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00707,,minor,urban,clear_dry,daylight,none,irregular
IMG_00708,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00709,,moderate,rural,clear_dry,daylight,none,irregular
IMG_00710,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00711,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00712,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00713,,minor,urban,clear_dry,daylight,none,circular
IMG_00714,,minor,urban,clear_dry,daylight,none,irregular
IMG_00715,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00716,,minor,urban,clear_dry,daylight,none,irregular
IMG_00717,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00718,,minor,urban,clear_dry,daylight,none,irregular
IMG_00719,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00720,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00721,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00722,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00723,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_00724,,minor,urban,clear_dry,daylight,none,irregular
IMG_00725,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00726,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00727,,minor,urban,clear_dry,daylight,none,irregular
IMG_00728,,minor,urban,clear_dry,daylight,none,irregular
IMG_00729,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00730,,minor,urban,clear_dry,daylight,none,irregular
IMG_00731,,minor,urban,clear_dry,daylight,none,irregular
IMG_00732,,minor,urban,clear_dry,daylight,none,irregular
IMG_00733,,minor,urban,clear_dry,daylight,none,irregular
IMG_00734,,minor,urban,clear_dry,daylight,none,irregular
IMG_00735,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00736,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00737,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00738,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00739,,minor,urban,clear_dry,daylight,none,irregular
IMG_00740,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00741,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00742,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00743,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00744,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00745,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00746,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00747,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00748,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00749,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00750,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00751,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00752,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00753,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00754,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00755,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00756,,severe,urban,clear_dry,daylight,none,irregular
IMG_00757,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00758,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00759,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00760,,severe,urban,clear_dry,daylight,none,irregular
IMG_00761,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00762,,severe,urban,clear_dry,daylight,partial,irregular
IMG_00763,,minor,urban,clear_dry,daylight,none,irregular
IMG_00764,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00765,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00766,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00767,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00768,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00769,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00770,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00771,,minor,urban,clear_dry,daylight,none,irregular
IMG_00772,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00773,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00774,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00775,,minor,urban,clear_dry,daylight,none,irregular
IMG_00776,,minor,urban,clear_dry,daylight,partial,irregular
IMG_00777,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00778,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00779,,severe,urban,clear_dry,daylight,none,irregular
IMG_00780,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_00781,,minor,urban,clear_dry,daylight,none,irregular
IMG_00782,,moderate,urban,clear_dry,shadow,partial,irregular
IMG_00783,,severe,urban,clear_dry,daylight,none,irregular
IMG_00784,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00785,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00786,,moderate,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00787,,minor,urban,clear_dry,daylight,none,irregular
IMG_00788,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00789,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00790,,severe,urban,clear_dry,daylight,none,irregular
IMG_00791,,severe,urban,clear_dry,daylight,none,irregular
IMG_00792,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00793,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00794,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00795,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00796,,minor,urban,clear_dry,daylight,none,circular
IMG_00797,,minor,urban,clear_dry,daylight,none,circular
IMG_00798,,minor,urban,clear_dry,daylight,none,circular
IMG_00799,,moderate,urban,clear_dry,daylight,none,circular
IMG_00800,,moderate,urban,clear_dry,daylight,none,circular
IMG_00801,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00802,,minor,urban,clear_dry,daylight,none,circular
IMG_00803,,minor,urban,clear_dry,daylight,none,irregular
IMG_00804,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00805,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00806,,moderate,urban,clear_dry,daylight,none,circular
IMG_00807,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00808,,minor,urban,clear_dry,daylight,none,circular
IMG_00809,,minor,urban,clear_dry,daylight,none,circular
IMG_00810,,minor,urban,clear_dry,daylight,none,circular
IMG_00811,,minor,urban,clear_dry,daylight,none,circular
IMG_00812,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00813,,minor,urban,clear_dry,daylight,none,circular
IMG_00814,,moderate,urban,clear_dry,daylight,none,circular
IMG_00815,,minor,urban,clear_dry,daylight,none,circular
IMG_00816,,minor,residential,clear_dry,daylight,none,irregular
IMG_00817,,minor,urban,clear_dry,daylight,none,circular
IMG_00818,,minor,urban,clear_dry,daylight,none,circular
IMG_00819,,minor,urban,clear_dry,daylight,none,circular
IMG_00820,,minor,urban,clear_dry,daylight,none,circular
IMG_00821,,minor,urban,clear_dry,daylight,none,irregular
IMG_00822,,minor,urban,clear_dry,daylight,none,circular
IMG_00823,,minor,urban,clear_dry,daylight,none,circular
IMG_00824,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00825,,minor,urban,clear_dry,daylight,none,irregular
IMG_00826,,minor,urban,clear_dry,daylight,none,circular
IMG_00827,,severe,residential,clear_dry,daylight,none,irregular
IMG_00828,,moderate,residential,clear_dry,daylight,none,circular
IMG_00829,,minor,residential,clear_dry,daylight,none,irregular
IMG_00830,,moderate,urban,clear_dry,daylight,none,circular
IMG_00831,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00832,,minor,urban,clear_dry,daylight,none,circular
IMG_00833,,minor,urban,clear_dry,daylight,none,circular
IMG_00834,,minor,urban,clear_dry,daylight,none,circular
IMG_00835,,minor,urban,clear_dry,daylight,none,irregular
IMG_00836,,minor,urban,clear_dry,daylight,none,irregular
IMG_00837,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00838,,minor,urban,clear_dry,daylight,none,circular
IMG_00839,,minor,urban,clear_dry,daylight,none,circular
IMG_00840,,minor,urban,clear_dry,daylight,none,circular
IMG_00841,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_00842,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00843,,minor,urban,clear_dry,daylight,none,irregular
IMG_00844,,minor,urban,clear_dry,daylight,none,irregular
IMG_00845,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00846,,severe,urban,clear_dry,daylight,none,irregular
IMG_00847,,severe,residential,clear_dry,daylight,none,irregular
IMG_00848,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00849,,minor,residential,clear_dry,daylight,none,circular
IMG_00850,,severe,residential,clear_dry,daylight,none,irregular
IMG_00851,,minor,residential,clear_dry,daylight,none,irregular
IMG_00852,,minor,urban,clear_dry,daylight,none,circular
IMG_00853,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_00854,,moderate,urban,clear_dry,daylight,none,circular
IMG_00855,,moderate,urban,clear_dry,daylight,none,circular
IMG_00856,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00857,,minor,urban,clear_dry,daylight,none,circular
IMG_00858,,minor,urban,clear_dry,daylight,none,circular
IMG_00859,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00860,,minor,urban,clear_dry,daylight,none,irregular
IMG_00861,,minor,urban,clear_dry,daylight,none,irregular
IMG_00862,,minor,urban,clear_dry,daylight,none,irregular
IMG_00863,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00864,,minor,urban,clear_dry,daylight,none,circular
IMG_00865,,minor,urban,clear_dry,daylight,none,circular
IMG_00866,,moderate,urban,clear_dry,daylight,none,circular
IMG_00867,,moderate,urban,clear_dry,daylight,none,circular
IMG_00868,,minor,urban,clear_dry,daylight,none,circular
IMG_00869,,moderate,residential,clear_dry,daylight,none,circular
IMG_00870,,minor,residential,clear_dry,daylight,none,irregular
IMG_00871,,minor,urban,clear_dry,daylight,none,irregular
IMG_00872,,minor,residential,clear_dry,daylight,none,irregular
IMG_00873,,minor,residential,clear_dry,daylight,none,circular
IMG_00874,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00875,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00876,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00877,,moderate,urban,clear_dry,daylight,none,longitudinal
IMG_00878,,minor,residential,clear_dry,daylight,none,longitudinal
IMG_00879,,minor,residential,clear_dry,daylight,none,irregular
IMG_00880,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00881,,minor,residential,clear_dry,daylight,none,circular
IMG_00882,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00883,,moderate,residential,clear_dry,daylight,none,circular
IMG_00884,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00885,,moderate,residential,clear_dry,daylight,none,longitudinal
IMG_00886,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00887,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00888,,moderate,urban,clear_dry,daylight,partial,circular
IMG_00889,,severe,urban,clear_dry,daylight,none,irregular
IMG_00890,,severe,urban,wet_road,daylight,none,irregular
IMG_00891,,minor,urban,clear_dry,daylight,none,circular
IMG_00892,,moderate,urban,clear_dry,daylight,none,irregular
