image_id,collection_state,district,latitude_grid,longitude_grid,pavement_type,traffic_density,collection_season,nearby_feature,slope_type,road_width_category,intersection_proximity
IMG_00435,Delhi,North West,28.727564,77.071843,asphalt,low,winter,commercial_area,flat,medium,near_intersection
IMG_00436,Delhi,North West,28.721322,77.016662,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00437,Delhi,North West,28.704957,77.049157,asphalt,medium,summer,commercial_area,flat,medium,mid_block
IMG_00438,Delhi,North West,28.727549,77.071476,asphalt,low,winter,market,flat,medium,mid_block
IMG_00439,Delhi,North West,28.742548,77.037988,asphalt,medium,winter,market,flat,narrow,mid_block
IMG_00440,Delhi,North West,28.771092,76.993469,asphalt,medium,summer,market,flat,medium,mid_block
IMG_00441,Delhi,North West,28.790921,76.96439,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00442,Delhi,North West,28.741487,77.039253,asphalt,medium,winter,market,flat,medium,mid_block
IMG_00443,Delhi,North West,28.701277,77.084647,asphalt,medium,winter,market,flat,medium,mid_block
IMG_00444,Delhi,North West,28.772832,76.959256,asphalt,medium,winter,market,flat,medium,mid_block
IMG_00445,Delhi,North West,28.747213,77.019271,asphalt,medium,summer,commercial_area,flat,medium,mid_block
IMG_00446,Delhi,North West,28.754175,77.011282,asphalt,medium,summer,market,flat,medium,mid_block
IMG_00447,Delhi,North West,28.705235,77.114361,asphalt,medium,winter,market,flat,medium,mid_block
IMG_00448,Delhi,North West,28.708495,77.005559,asphalt,medium,winter,market,flat,medium,mid_block
IMG_00449,Delhi,North West,28.748429,76.987386,asphalt,low,winter,market,flat,medium,mid_block
IMG_00450,Delhi,North West,28.73106,77.003547,mixed,low,summer,market,flat,medium,mid_block
IMG_00451,Delhi,North West,28.793608,76.971505,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00452,Delhi,North West,28.776669,76.98003,mixed,medium,summer,school,flat,wide,near_intersection
IMG_00453,Delhi,North West,28.719976,77.021678,asphalt,medium,summer,commercial_area,flat,wide,at_intersection
IMG_00454,Delhi,North West,28.713941,77.062416,mixed,low,winter,market,flat,narrow,near_intersection
IMG_00455,Delhi,North West,28.768644,76.985735,mixed,medium,winter,market,flat,medium,mid_block
IMG_00456,Delhi,North West,28.780183,76.987199,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00457,Delhi,North West,28.731961,77.030763,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00458,Delhi,North West,28.723859,77.100857,asphalt,low,summer,commercial_area,flat,medium,near_intersection
IMG_00459,Delhi,North West,28.765193,77.011794,asphalt,medium,winter,market,flat,medium,near_intersection
IMG_00460,Delhi,North West,28.728327,77.057918,mixed,medium,winter,commercial_area,flat,medium,near_intersection
IMG_00461,Delhi,North West,28.705463,77.004432,mixed,low,winter,residential_building,flat,medium,at_intersection
IMG_00462,Delhi,North West,28.713762,77.07158,asphalt,low,winter,residential_building,flat,wide,at_intersection
IMG_00463,Delhi,North West,28.70801,77.017986,mixed,medium,summer,traffic_signal,flat,wide,at_intersection
IMG_00464,Delhi,North West,28.714107,77.061555,asphalt,low,winter,school,flat,medium,mid_block
IMG_00465,Delhi,North West,28.752797,76.975867,asphalt,low,summer,none,flat,wide,mid_block
IMG_00466,Delhi,North West,28.730509,77.02963,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00467,Delhi,North West,28.725451,77.044616,asphalt,low,winter,residential_building,flat,wide,mid_block
IMG_00468,Delhi,North West,28.711873,77.030724,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00469,Delhi,North West,28.760447,76.97118,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00470,Delhi,North West,28.704998,77.085713,asphalt,low,summer,residential_building,flat,wide,mid_block
IMG_00471,Delhi,North West,28.79519,76.958791,asphalt,medium,summer,commercial_area,flat,wide,near_intersection
IMG_00472,Delhi,North West,28.747716,77.011907,asphalt,medium,winter,commercial_area,flat,wide,near_intersection
IMG_00473,Delhi,North West,28.720624,77.091871,asphalt,low,summer,commercial_area,flat,wide,near_intersection
IMG_00474,Delhi,North West,28.76531,77.012262,asphalt,low,summer,commercial_area,flat,wide,at_intersection
IMG_00475,Delhi,North West,28.716763,76.987399,asphalt,low,winter,construction_site,flat,wide,at_intersection
IMG_00476,Delhi,North West,28.726244,77.044817,asphalt,medium,winter,residential_building,flat,wide,mid_block
IMG_00477,Delhi,North West,28.731664,77.073417,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00478,Delhi,North West,28.727294,76.997851,asphalt,low,summer,none,flat,medium,mid_block
IMG_00479,Delhi,North West,28.776944,76.968068,asphalt,low,summer,none,flat,medium,mid_block
IMG_00480,Delhi,North West,28.800848,76.973547,asphalt,low,summer,none,flat,medium,mid_block
IMG_00481,Delhi,North West,28.72467,77.023266,asphalt,low,summer,none,flat,medium,mid_block
IMG_00482,Delhi,North West,28.802513,76.9677,mixed,medium,winter,commercial_area,flat,wide,near_intersection
IMG_00483,Delhi,North West,28.756104,76.999734,asphalt,low,summer,none,flat,wide,mid_block
IMG_00484,Delhi,North West,28.758499,76.989283,asphalt,medium,winter,market,flat,medium,mid_block
IMG_00485,Delhi,North West,28.745158,76.988249,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00486,Delhi,North West,28.724647,77.094923,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00487,Delhi,North West,28.733459,77.051594,asphalt,medium,winter,commercial_area,flat,wide,mid_block
IMG_00488,Delhi,North West,28.734221,77.069696,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00489,Delhi,North West,28.706275,77.099995,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00490,Delhi,North West,28.778127,76.974417,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00491,Delhi,North West,28.773213,76.9791,asphalt,low,summer,market,flat,medium,mid_block
IMG_00492,Delhi,North West,28.773798,76.994917,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00493,Delhi,North West,28.711531,77.020172,asphalt,medium,winter,parking_area,flat,medium,mid_block
IMG_00494,Delhi,North West,28.729354,77.072619,asphalt,low,winter,parking_area,flat,medium,mid_block
IMG_00495,Delhi,North West,28.720268,77.065013,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00496,Delhi,North West,28.751163,76.974553,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00497,Delhi,North West,28.719255,77.069252,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00498,Delhi,North West,28.744225,76.974462,mixed,low,summer,commercial_area,flat,medium,near_intersection
IMG_00499,Delhi,North West,28.783496,76.969314,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00500,Delhi,North West,28.707916,77.085427,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00501,Delhi,North West,28.786348,76.97463,asphalt,low,summer,commercial_area,flat,medium,near_intersection
IMG_00502,Delhi,North West,28.70973,77.022831,mixed,low,post_monsoon,parking_area,flat,medium,mid_block
IMG_00503,Delhi,North West,28.730499,76.975787,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00504,Delhi,North West,28.774284,77.003787,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00505,Delhi,North West,28.697405,77.106961,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00506,Delhi,North West,28.704811,77.038036,mixed,low,winter,commercial_area,flat,medium,mid_block
IMG_00507,Delhi,North West,28.700952,77.044435,mixed,low,summer,parking_area,flat,wide,mid_block
IMG_00508,Delhi,North West,28.768891,76.999603,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_00509,Delhi,North West,28.729914,77.040065,mixed,low,winter,commercial_area,flat,medium,mid_block
IMG_00510,Delhi,North West,28.716328,77.091414,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00511,Delhi,North West,28.777168,76.963031,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00512,Delhi,North West,28.798228,76.961611,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00513,Delhi,North West,28.701433,77.026772,mixed,medium,summer,parking_area,flat,medium,mid_block
IMG_00514,Delhi,North West,28.729835,77.07993,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00515,Delhi,North West,28.784756,76.972259,mixed,low,summer,commercial_area,flat,medium,near_intersection
IMG_00516,Delhi,North West,28.782223,76.980481,mixed,medium,winter,commercial_area,flat,wide,at_intersection
IMG_00517,Delhi,North West,28.706618,77.086753,mixed,low,summer,commercial_area,flat,medium,near_intersection
IMG_00518,Delhi,North West,28.788674,76.956671,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00519,Delhi,North West,28.698589,77.074848,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00520,Delhi,North West,28.763875,76.964927,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00521,Delhi,North West,28.748412,77.013905,mixed,low,summer,residential_building,flat,medium,mid_block
IMG_00522,Delhi,North West,28.73727,76.995735,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00523,Delhi,North West,28.703559,77.050898,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00524,Delhi,North West,28.78248,76.991113,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00525,Delhi,North West,28.750521,77.01786,mixed,low,summer,commercial_area,flat,narrow,mid_block
IMG_00526,Delhi,North West,28.709565,77.112714,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00527,Delhi,North West,28.74385,77.007274,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00528,Delhi,North West,28.737922,77.038462,mixed,low,monsoon,commercial_area,flat,medium,mid_block
IMG_00529,Delhi,North West,28.749672,77.00044,mixed,low,post_monsoon,commercial_area,flat,medium,mid_block
IMG_00530,Delhi,North West,28.716006,77.049149,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00531,Delhi,North West,28.72915,77.059343,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00532,Delhi,North West,28.715338,77.107399,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00533,Delhi,North West,28.78728,76.994007,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00534,Delhi,North West,28.720122,77.011534,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00535,Delhi,North West,28.783045,76.969578,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00536,Delhi,North West,28.757912,76.992802,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00537,Delhi,North West,28.753101,76.961955,mixed,low,summer,construction_site,flat,narrow,mid_block
IMG_00538,Delhi,North West,28.702301,77.111004,unpaved,low,summer,parking_area,flat,medium,mid_block
IMG_00539,Delhi,North West,28.794853,76.964539,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00540,Delhi,North West,28.723686,77.006099,mixed,low,summer,none,flat,medium,mid_block
IMG_00541,Delhi,North West,28.716266,77.086547,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00542,Delhi,North West,28.764901,76.978482,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00543,Delhi,North West,28.711385,77.032235,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00544,Delhi,North West,28.72971,76.997447,asphalt,low,summer,parking_area,flat,wide,mid_block
IMG_00545,Delhi,North West,28.779182,76.958569,asphalt,low,summer,parking_area,flat,wide,mid_block
IMG_00546,Delhi,North West,28.735749,77.040437,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00547,Delhi,North West,28.776675,76.996609,asphalt,low,winter,parking_area,flat,medium,mid_block
IMG_00548,Delhi,North West,28.741943,77.029838,mixed,low,summer,parking_area,flat,medium,near_intersection
IMG_00549,Delhi,North West,28.785701,76.994824,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00550,Delhi,North West,28.707099,77.094115,unpaved,low,summer,parking_area,flat,medium,mid_block
IMG_00551,Delhi,North West,28.72341,77.092225,unpaved,low,summer,parking_area,flat,medium,mid_block
IMG_00552,Delhi,North West,28.706854,77.108201,asphalt,medium,summer,commercial_area,flat,medium,mid_block
IMG_00553,Delhi,North West,28.711845,77.050893,mixed,medium,summer,commercial_area,flat,medium,mid_block
IMG_00554,Delhi,North West,28.712458,76.988744,mixed,medium,summer,commercial_area,flat,medium,mid_block
IMG_00555,Delhi,North West,28.714285,77.000016,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00556,Delhi,North West,28.802933,76.957587,asphalt,medium,summer,commercial_area,flat,medium,mid_block
IMG_00557,Delhi,North West,28.769289,76.99412,asphalt,medium,summer,school,flat,medium,mid_block
IMG_00558,Delhi,North West,28.728029,77.02288,asphalt,low,summer,school,flat,medium,near_intersection
IMG_00559,Delhi,North West,28.76057,76.962143,mixed,medium,summer,commercial_area,flat,medium,mid_block
IMG_00560,Delhi,North West,28.726078,76.975338,mixed,medium,summer,commercial_area,flat,medium,mid_block
IMG_00561,Delhi,North West,28.715852,77.104667,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00562,Delhi,North West,28.736178,77.045812,mixed,low,winter,commercial_area,flat,medium,mid_block
IMG_00563,Delhi,North West,28.754421,77.018795,mixed,low,winter,residential_building,flat,wide,mid_block
IMG_00564,Delhi,North West,28.713351,77.006768,mixed,low,summer,school,flat,medium,mid_block
IMG_00565,Delhi,North West,28.718342,77.10659,mixed,low,summer,residential_building,flat,medium,mid_block
IMG_00566,Delhi,North West,28.789579,76.961729,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00567,Delhi,North West,28.774088,76.997709,asphalt,low,summer,school,flat,medium,mid_block
IMG_00568,Delhi,North West,28.718392,77.098066,mixed,low,summer,parking_area,flat,wide,mid_block
IMG_00569,Delhi,North West,28.712878,77.054118,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_00570,Delhi,North West,28.806823,76.956472,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00571,Delhi,North West,28.729805,77.036454,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00572,Delhi,North West,28.718315,77.042685,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00573,Delhi,North West,28.790655,76.990219,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00574,Delhi,North West,28.765441,76.981933,asphalt,medium,summer,commercial_area,flat,medium,mid_block
IMG_00575,Delhi,North West,28.729521,77.070725,mixed,low,summer,commercial_area,flat,narrow,at_intersection
IMG_00576,Delhi,North West,28.706671,77.077704,mixed,low,summer,commercial_area,flat,medium,near_intersection
IMG_00577,Delhi,North West,28.813342,76.957194,mixed,low,winter,commercial_area,flat,medium,near_intersection
IMG_00578,Delhi,North West,28.708363,77.080561,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00579,Delhi,North West,28.711832,77.104782,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00580,Delhi,North West,28.701753,77.074267,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00581,Delhi,North West,28.747321,76.997482,asphalt,medium,summer,commercial_area,flat,medium,mid_block
IMG_00582,Delhi,North West,28.738674,77.046072,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00583,Delhi,North West,28.703371,77.034559,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00584,Delhi,North West,28.777945,76.979736,mixed,low,post_monsoon,parking_area,flat,medium,mid_block
IMG_00585,Delhi,North West,28.699842,77.097938,mixed,low,post_monsoon,commercial_area,flat,medium,near_intersection
IMG_00586,Delhi,North West,28.728004,77.00674,mixed,low,post_monsoon,commercial_area,flat,medium,mid_block
IMG_00587,Delhi,North West,28.712114,77.016558,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00588,Delhi,North West,28.804804,76.967701,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00589,Delhi,North West,28.714645,77.07223,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_00590,Delhi,North West,28.72423,77.000304,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00591,Delhi,North West,28.710012,77.014027,mixed,low,summer,residential_building,flat,medium,mid_block
IMG_00592,Delhi,North West,28.744899,77.002558,mixed,low,winter,residential_building,flat,medium,mid_block
IMG_00593,Delhi,North West,28.712207,77.002085,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00594,Delhi,North West,28.700889,77.097593,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00595,Delhi,North West,28.729716,77.020367,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00596,Delhi,North West,28.70206,77.045744,mixed,low,summer,parking_area,flat,medium,mid_block
IMG_00597,Delhi,North West,28.713996,77.104812,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00598,Delhi,North West,28.737488,77.028726,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00599,Delhi,North West,28.723979,77.032062,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00600,Delhi,North West,28.719262,76.998062,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00601,Delhi,North West,28.698305,77.081754,asphalt,medium,summer,market,flat,medium,mid_block
IMG_00602,Delhi,North West,28.775438,76.966421,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00603,Delhi,North West,28.734228,77.045281,unpaved,low,summer,market,flat,medium,mid_block
IMG_00604,Delhi,North West,28.751094,76.965253,asphalt,medium,summer,market,flat,medium,mid_block
IMG_00605,Delhi,North West,28.769429,76.972404,asphalt,medium,summer,commercial_area,flat,wide,near_intersection
IMG_00606,Delhi,North West,28.786861,76.981505,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00607,Delhi,North West,28.793389,76.973426,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00608,Delhi,North West,28.806848,76.963186,asphalt,low,winter,commercial_area,flat,medium,near_intersection
IMG_00609,Delhi,North West,28.739869,77.020347,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_00610,Delhi,North West,28.731979,76.999383,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00611,Delhi,North West,28.743223,76.977235,mixed,medium,summer,commercial_area,flat,medium,mid_block
IMG_00612,Delhi,North West,28.762097,76.969066,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00613,Delhi,North West,28.726882,77.044274,asphalt,medium,summer,commercial_area,flat,medium,mid_block
IMG_00614,Delhi,North West,28.734238,77.022689,asphalt,medium,summer,commercial_area,flat,medium,near_intersection
IMG_00615,Delhi,North West,28.739225,77.035614,asphalt,low,summer,commercial_area,flat,wide,mid_block
IMG_00616,Delhi,North West,28.725522,76.976483,asphalt,low,winter,commercial_area,flat,wide,mid_block
IMG_00617,Delhi,North West,28.695395,77.105518,asphalt,medium,winter,commercial_area,flat,wide,mid_block
IMG_00618,Delhi,North West,28.732662,76.992701,asphalt,low,winter,commercial_area,flat,wide,mid_block
IMG_00619,Delhi,North West,28.804665,76.955092,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00620,Delhi,North West,28.72615,77.036658,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00621,Delhi,North West,28.779094,76.968586,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00622,Delhi,North West,28.801084,76.974844,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00623,Delhi,North West,28.714385,76.988169,asphalt,low,winter,parking_area,flat,medium,mid_block
IMG_00624,Delhi,North West,28.710697,77.005426,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00625,Delhi,North West,28.754981,76.975063,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00626,Delhi,North West,28.722222,77.030573,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00627,Delhi,North West,28.725339,77.094086,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00628,Delhi,North West,28.737879,77.054381,asphalt,low,summer,market,flat,medium,mid_block
IMG_00629,Delhi,North West,28.713067,77.102215,asphalt,medium,winter,commercial_area,flat,wide,mid_block
IMG_00630,Delhi,North West,28.765177,77.012112,asphalt,medium,winter,commercial_area,flat,wide,near_intersection
IMG_00631,Delhi,North West,28.711275,77.106369,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00632,Delhi,North West,28.726751,77.01848,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00633,Delhi,North West,28.711198,77.050612,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00634,Delhi,North West,28.724716,77.02245,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00635,Delhi,North West,28.69301,77.086611,asphalt,low,winter,commercial_area,flat,medium,mid_block
IMG_00636,Delhi,North West,28.722591,77.090899,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00637,Delhi,North West,28.738389,77.01193,asphalt,low,summer,market,flat,narrow,mid_block
IMG_00638,Delhi,North West,28.722541,77.032346,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_00639,Delhi,North West,28.741022,76.969295,mixed,low,summer,commercial_area,flat,medium,at_intersection
IMG_00640,Delhi,North West,28.698585,77.122612,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00641,Delhi,North West,28.723706,77.074635,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_00642,Delhi,North West,28.709546,77.084045,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00643,Delhi,North West,28.743748,77.018776,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_00644,Delhi,North West,28.694954,77.074112,mixed,low,summer,commercial_area,flat,wide,near_intersection
IMG_00645,Delhi,North West,28.763288,76.984453,asphalt,medium,winter,traffic_signal,flat,wide,near_intersection
IMG_00646,Delhi,North West,28.78296,76.990068,asphalt,low,winter,residential_building,flat,wide,near_intersection
IMG_00647,Delhi,North West,28.706747,76.996347,asphalt,low,winter,residential_building,flat,medium,near_intersection
IMG_00648,Delhi,North West,28.713765,77.069205,asphalt,low,summer,none,flat,medium,mid_block
IMG_00649,Delhi,North West,28.729554,77.087958,asphalt,low,summer,none,flat,medium,mid_block
IMG_00650,Delhi,North West,28.73264,76.996677,asphalt,low,summer,none,flat,wide,mid_block
IMG_00651,Delhi,North West,28.727895,77.098881,asphalt,low,summer,none,flat,wide,mid_block
IMG_00652,Delhi,North West,28.699524,77.105493,asphalt,low,winter,none,flat,wide,mid_block
IMG_00653,Delhi,North West,28.73905,77.003217,asphalt,low,summer,none,flat,wide,near_intersection
IMG_00654,Delhi,North West,28.69734,77.099404,asphalt,low,winter,none,flat,medium,mid_block
IMG_00655,Delhi,North West,28.730738,77.075427,asphalt,low,winter,none,flat,wide,mid_block
IMG_00656,Delhi,North West,28.770799,76.982188,asphalt,low,winter,commercial_area,flat,wide,mid_block
IMG_00657,Delhi,North West,28.725282,77.083304,asphalt,low,winter,commercial_area,flat,wide,mid_block
IMG_00658,Delhi,North West,28.711924,77.083873,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00659,Delhi,North West,28.701666,77.057918,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00660,Delhi,North West,28.714721,77.068692,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00661,Delhi,North West,28.770246,76.994646,asphalt,low,winter,none,flat,medium,mid_block
IMG_00662,Delhi,North West,28.706872,77.017959,asphalt,low,summer,none,flat,medium,mid_block
IMG_00663,Delhi,North West,28.765405,76.980491,asphalt,low,winter,none,flat,medium,mid_block
IMG_00664,Delhi,North West,28.727485,77.077531,unpaved,low,winter,residential_building,flat,medium,mid_block
IMG_00665,Delhi,North West,28.766386,77.010048,unpaved,low,winter,residential_building,flat,medium,mid_block
IMG_00666,Delhi,North West,28.736196,76.984195,mixed,low,post_monsoon,residential_building,flat,medium,mid_block
IMG_00667,Delhi,North West,28.741816,76.991115,mixed,low,winter,residential_building,flat,medium,mid_block
IMG_00668,Delhi,North West,28.783039,76.974294,mixed,low,post_monsoon,commercial_area,flat,medium,near_intersection
IMG_00669,Delhi,North West,28.711972,77.015024,asphalt,low,winter,none,flat,medium,mid_block
IMG_00670,Delhi,North West,28.773283,76.958056,asphalt,low,winter,none,flat,medium,mid_block
IMG_00671,Delhi,North West,28.73887,77.04629,asphalt,low,winter,none,flat,medium,mid_block
IMG_00672,Delhi,North West,28.750856,76.978087,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00673,Delhi,North West,28.728795,77.066082,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_00674,Delhi,North West,28.774803,76.998306,mixed,low,summer,residential_building,flat,medium,mid_block
IMG_00675,Delhi,North West,28.767565,76.975325,asphalt,low,winter,residential_building,flat,medium,near_intersection
IMG_00676,Delhi,North West,28.796214,76.969745,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_00677,Delhi,North West,28.781969,76.971963,asphalt,low,winter,traffic_signal,flat,medium,near_intersection
IMG_00678,Delhi,North West,28.715748,76.986155,asphalt,low,winter,commercial_area,flat,medium,at_intersection
IMG_00679,Delhi,North West,28.723941,77.042114,asphalt,low,summer,parking_area,flat,medium,mid_block
IMG_00680,Delhi,North West,28.716134,77.07331,asphalt,low,winter,parking_area,flat,medium,mid_block
IMG_00681,Delhi,North West,28.753652,76.987529,mixed,low,winter,residential_building,flat,medium,near_intersection
IMG_00682,Delhi,North West,28.775636,76.977398,asphalt,medium,summer,commercial_area,flat,wide,near_intersection
IMG_00683,Delhi,North West,28.701926,77.040134,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00684,Delhi,North West,28.78258,76.969118,concrete,low,monsoon,residential_building,flat,narrow,mid_block
IMG_00685,Delhi,North West,28.723037,76.99159,asphalt,medium,winter,commercial_area,flat,medium,mid_block
IMG_00686,Delhi,North West,28.749568,76.968861,asphalt,medium,winter,commercial_area,flat,wide,near_intersection
IMG_00687,Delhi,North West,28.727451,77.090295,asphalt,medium,winter,traffic_signal,flat,wide,at_intersection
IMG_00688,Delhi,North West,28.73027,77.079384,asphalt,low,winter,none,flat,wide,mid_block
IMG_00689,Delhi,North West,28.702552,77.082787,asphalt,low,winter,none,flat,wide,mid_block
IMG_00690,Delhi,North West,28.6963,77.099017,asphalt,medium,winter,none,flat,wide,mid_block
IMG_00691,Delhi,North West,28.774914,76.981096,asphalt,medium,winter,none,flat,wide,mid_block
IMG_00692,Delhi,North West,28.735977,77.027331,asphalt,medium,winter,traffic_signal,flat,wide,at_intersection
IMG_00693,Delhi,North West,28.702291,77.092608,mixed,medium,winter,commercial_area,flat,wide,at_intersection
IMG_00694,Delhi,North West,28.71374,77.02094,unpaved,medium,winter,residential_building,flat,wide,near_intersection
IMG_00695,Delhi,North West,28.791918,76.971154,unpaved,medium,summer,residential_building,flat,wide,near_intersection
IMG_00696,Delhi,North West,28.779092,76.961739,unpaved,low,winter,commercial_area,flat,wide,near_intersection
IMG_00697,Delhi,North West,28.713535,77.017301,unpaved,low,winter,residential_building,flat,wide,near_intersection
IMG_00698,Delhi,North West,28.723765,77.005965,unpaved,low,summer,residential_building,flat,narrow,mid_block
IMG_00699,Delhi,North West,28.702583,77.066091,unpaved,low,winter,construction_site,flat,wide,near_intersection
IMG_00700,Delhi,North West,28.722105,77.011418,unpaved,low,summer,none,flat,wide,near_intersection
IMG_00701,Delhi,North West,28.772373,76.978745,unpaved,low,winter,construction_site,flat,wide,near_intersection
IMG_00702,Delhi,North West,28.801149,76.964545,mixed,low,summer,construction_site,flat,wide,near_intersection
IMG_00703,Delhi,North West,28.753053,76.993274,unpaved,low,winter,none,flat,wide,near_intersection
IMG_00704,Delhi,North West,28.718812,77.062907,unpaved,low,post_monsoon,drainage_channel,flat,medium,mid_block
IMG_00705,Delhi,North West,28.741801,76.992254,unpaved,low,monsoon,drainage_channel,flat,medium,mid_block
